label,Hf ,Th ,U ,Y ,Ti ,Nb,Ta,La,Ce ,Pr,Nd ,Sm ,Eu ,Gd ,Tb ,Dy ,Ho ,Er ,Tm ,Yb ,Lu ,REE,T (?),Th/U,Hf/Y,Yb/Dy,EuN/EuN*,Ce/Nd,CeN/CeN*,?FMQ,(EuN/EuN*)/Y
Cu,9600,,,280,6.2,0.4,0.1,,6.3,0.02,0.44,0.8,0.3,4.1,1.4,18,7,38,9,98,23,207,735,,34.29,5.41,0.57,14.1,62.3,2.83,0.002032
Cu,9770,,,565,9.2,0.4,0.2,,9.8,0.04,0.82,2,0.6,10.6,3,41,15,75,16,159,34,368,772,,17.3,3.86,0.39,11.9,65.8,4.02,0.000686
Cu,9789,,,377,2.7,0.4,0.2,,5.9,0.02,0.46,1,0.3,5,1.7,24,9,53,13,144,36,293,664,,25.95,6.05,0.48,13,63.7,0.84,0.00127
Cu,10920,,,531,2.9,0.2,0.1,,6.8,0.06,0.82,1.9,0.7,9.5,2.9,38,14,70,16,164,37,361,669,,20.56,4.37,0.55,8.3,43.8,-0.39,0.001026
Cu,9145,,,454,5.1,0.3,0.1,,6.3,0.05,0.72,1.7,0.6,7.6,2.3,29,11,60,15,154,38,326,717,,20.15,5.25,0.51,8.6,45.9,1.2,0.001134
Cu,9643,,,248,3.6,0.3,0.1,,4.4,0,0.27,0.6,0.3,3.6,1.2,16,6,34,8,83,20,178,688,,38.95,5.19,0.67,16.3,82.3,2.54,0.002692
Cu,9952,,,426,6.9,0.3,0.1,,7.8,0.03,0.62,1.3,0.5,6.6,2.2,29,11,58,13,129,28,286,745,,23.37,4.51,0.49,12.7,62,3.08,0.001157
Cu,10210,,,480,3.8,0.2,0.1,,5.7,0.03,0.78,1.6,0.7,8.6,2.8,33,13,62,15,144,34,321,692,,21.27,4.39,0.56,7.3,36,-0.46,0.001166
Cu,9850,,,689,5.5,0.8,0.2,,9.2,0.02,0.44,1.4,0.6,7.4,2.7,40,17,97,24,257,63,520,724,,14.3,6.39,0.55,21,152.8,5.9,0.000799
Cu,9540,,,446,4.3,0.3,0.1,,5.2,0.02,0.41,0.9,0.4,5.5,2,27,11,62,15,166,41,338,702,,21.37,6.1,0.51,12.7,64.2,2.03,0.001133
Cu,9830,,,796,7.4,0.3,0.1,,12.3,0.09,1.95,4,1.1,17.7,5.2,61,22,104,22,200,42,494,751,,12.35,3.27,0.4,6.3,30.6,0.61,0.000508
Cu,13650,,,700,3.6,0.2,0.2,,14.7,0.02,0.6,2.2,0.8,10.7,3.7,47,18,96,23,227,54,497,687,,19.51,4.82,0.52,24.3,202.5,5.9,0.000736
Cu,10060,,,391,5.8,0.2,0.1,,7.8,0.01,0.71,1.6,0.7,7.2,2.2,27,10,52,13,130,31,282,729,,25.73,4.84,0.65,11,58.3,2.41,0.001654
Cu,11220,,,266,3.8,0.3,0.1,,8.7,0.01,0.21,0.7,0.2,3.4,1.2,15,7,36,9,102,26,209,692,,42.24,6.64,0.47,40.7,295.9,7.46,0.001763
Cu,8900,,,559,5.6,0.6,0.1,,6.8,0.01,0.52,1.1,0.5,5.7,2.2,31,14,77,19,201,49,408,725,,15.94,6.44,0.64,13.1,64.8,2.72,0.001139
Cu,10040,,,415,3.8,0.4,0.1,,5.6,0.02,0.35,0.9,0.4,4.9,1.6,23,10,55,14,148,37,301,692,,24.19,6.35,0.55,16.1,92.5,3.09,0.001332
Cu,12270,,,372,6.2,0.3,0.2,,6,0,0.21,0.6,0.3,4.4,1.6,23,10,53,14,148,38,299,735,,33.03,6.31,0.66,28.9,185.2,6.92,0.001785
Cu,11040,,,392,3.8,0.5,0.2,,7.1,0.02,0.23,0.7,0.3,4.3,1.6,22,10,53,13,141,35,288,692,,28.19,6.27,0.46,30.7,220,6.35,0.001186
Cu,12650,,,475,3.2,0.3,0.1,,9.1,0.03,0.62,1.5,0.6,7.3,2.3,30,12,65,16,172,45,362,677,,26.63,5.69,0.56,14.8,84,2.3,0.001189
Cu,9990,,,389,8.5,0.3,0.1,,9.1,0.08,1.28,3.1,0.8,11.4,3.5,43,16,75,16,148,32,359,764,,25.68,3.42,0.42,7.1,39.7,1.92,0.001075
Cu,11010,,,554,9,0.3,0.1,,11,0.03,0.62,1.6,0.5,7.8,2.5,32,12,60,13,122,26,290,770,,19.87,3.84,0.4,17.9,106.5,5.77,0.000713
Cu,9770,,,459,10,0.4,0.1,,10.1,0.01,0.72,1.8,0.7,10.2,3.4,42,16,78,17,165,36,380,781,,21.29,3.89,0.52,13.9,78.8,4.91,0.001124
Cu,9880,,,618,6.9,0.3,0.1,,7.2,0,0.26,0.5,0.2,2.8,0.9,12,5,28,7,76,19,160,745,,15.99,6.25,0.53,27.5,118.4,5.51,0.00085
Cu,10260,,,214,3.9,0.3,0.1,,10.8,0.02,1.12,2.3,0.9,12.7,4,51,18,87,20,182,40,429,694,,48.01,3.56,0.53,9.6,46.2,0.57,0.002462
Cu,11280,,,668,8.7,0.2,0.1,,4.5,0.01,0.32,0.9,0.4,4.6,1.5,21,9,47,12,121,30,251,767,,16.89,5.75,0.55,14.2,90.4,5.07,0.000826
Cu,9750,,,354,2.7,0.2,0.1,,5.6,0.01,0.41,0.9,0.4,4.6,1.4,18,8,40,10,102,25,216,665,,27.54,5.67,0.58,13.7,68.2,1.13,0.001628
Cu,11190,,,296,3.3,0.3,0.1,,10.9,0.03,0.43,1.3,0.5,7.6,2.8,41,17,95,23,240,59,499,680,,37.84,5.91,0.47,25.6,184.3,5.33,0.001592
Cu,9740,,,714,4.1,0.8,0.3,,7.1,0.01,0.38,1.1,0.5,6.2,2.1,29,12,67,18,182,46,372,698,,13.64,6.29,0.53,18.8,130.2,4.56,0.000749
Cu,11190,,,493,3.5,0.4,0.1,,11.7,0,0.26,0.9,0.3,5.2,1.8,25,11,63,16,180,47,362,685,,22.7,7.17,0.44,44.6,358.2,7.97,0.00089
Cu,12170,,,460,1.6,0.5,0.3,,7,0.02,0.97,1.6,0.6,9.3,2.7,33,12,64,15,154,36,338,623,,26.46,4.65,0.51,7.3,28.3,-3.56,0.0011
Cu,12060,,,486,4.4,0.2,0.1,,5.4,0.01,0.27,0.8,0.3,4.1,1.5,21,9,48,12,125,31,258,704,,24.81,6.08,0.48,20.2,133.7,4.84,0.000997
Cu,9370,,,363,4.4,0.3,0.1,,7.8,0.01,0.49,1.2,0.4,6.6,2.2,29,11,54,12,115,25,263,705,,25.81,4,0.42,16,95.3,3.58,0.00116
Cu,11210,,,408,6.7,0.2,0.1,,10.2,0.02,0.46,1.4,0.6,8.7,3.2,47,20,111,27,283,68,581,742,,27.48,6.03,0.55,22.3,154.6,6.44,0.001357
Cu,9220,,,839,4.8,0.9,0.2,,7.9,0.02,0.44,1.1,0.5,5.9,1.8,24,10,51,12,130,31,276,712,,10.99,5.35,0.56,18.1,107.9,4.25,0.000671
Cu,11200,,,386,7.5,0.2,0.1,,5.2,0.01,0.25,0.7,0.3,3.3,1.1,16,6,34,9,98,24,197,752,,28.99,6.17,0.6,20.9,129.5,6.05,0.001542
Cu,9970,,,268,4.4,0.3,0.1,,8.2,0.01,0.62,1.2,0.5,5.5,2,26,10,53,13,130,30,280,704,,37.23,5.05,0.62,13.2,59.7,1.81,0.002306
Cu,10260,,,394,8.8,0.3,0.1,,6.4,0.05,1.04,2.1,0.9,10.1,3,37,14,73,17,174,41,380,768,,26.04,4.69,0.6,6.1,29,0.83,0.001515
Cu,9540,,,575,3.2,0.3,0.1,,7,0.01,0.68,1.5,0.5,6.4,2.3,31,13,73,18,185,44,382,677,,16.59,5.88,0.47,10.4,52.2,0.51,0.000826
Cu,10930,,,532,4.3,0.4,0.1,,4.7,0,0.54,0.9,0.4,4.3,1.7,23,10,54,14,149,37,299,702,,20.55,6.38,0.59,8.7,32.9,-0.48,0.001108
Cu,11040,,,388,2.9,0.3,0.1,,7.1,0.02,0.4,1.2,0.5,6.3,2.2,31,13,74,19,200,48,403,669,,28.45,6.35,0.53,18,124.5,3.53,0.001368
Cu,10310,,,530,5.5,0.5,0.2,,8,0.04,0.49,1.1,0.5,6.8,2.3,35,15,83,20,215,52,439,724,,19.45,6.16,0.57,16.3,87.7,3.81,0.001066
Cu,10830,,,594,6.2,0.6,0.1,,9.4,0.06,1.5,3,1.3,12.4,3.4,40,14,72,16,168,39,380,735,,18.23,4.16,0.67,6.2,29.2,-0.02,0.001133
Cu,9990,,,562,6.4,0.2,0.1,,6.8,0.01,0.26,0.8,0.4,3.6,1.2,15,7,38,10,110,27,221,738,,17.78,7.14,0.65,26.7,205.2,7.39,0.001161
Cu,12050,,,281,2.9,0.2,0.1,,5.1,0.02,0.22,0.9,0.4,4.3,1.6,21,8,44,11,121,29,247,669,,42.93,5.79,0.57,23.1,228.7,5.82,0.00202
Cu,9300,,,329,5.4,0.3,0.1,,4.5,0.02,0.3,0.7,0.4,5.1,1.6,22,9,48,12,130,31,264,722,,28.26,6,0.6,14.9,82.3,3.53,0.001818
Cu,10270,,,360,4.1,0.2,0.1,,8.8,0.02,0.58,1,0.3,5.8,1.9,23,9,47,11,109,25,241,698,,28.51,4.74,0.41,15,60.8,1.7,0.001143
Cu,12040,,,352,5.6,0.2,0.1,,10.3,0.03,0.76,2.3,0.7,12.2,4,49,18,84,18,164,35,398,725,,34.2,3.34,0.38,13.5,94,4.12,0.001089
Cu,10090,,,648,9,0.3,0.1,,7,0.01,0.3,0.7,0.3,4.2,1.3,17,7,36,9,98,24,204,770,,15.57,5.73,0.54,23.5,130.8,6.55,0.000836
Cu,11790,,,274,5.6,0.3,0.1,,10.2,0.05,1.01,2.5,0.7,11.6,3.8,47,17,84,18,164,34,394,725,,43.09,3.46,0.4,10.1,58.2,2.32,0.001447
Cu,9580,,,632,7.8,0.3,0.1,,8.4,0.01,0.23,0.7,0.3,4.1,1.4,18,7,37,9,94,22,202,756,,15.16,5.31,0.5,36.1,241.6,8.49,0.00079
Cu,10670,,,278,6.4,0.3,0.1,,11.3,0.11,1.84,4.2,1.1,17.4,5.3,64,24,114,24,216,44,526,738,,38.37,3.38,0.4,6.1,32.5,0.46,0.001434
Cu,10440,,,865,8.6,0.2,0.1,,7.5,0.02,0.24,0.8,0.3,5.2,1.6,21,8,45,11,117,27,246,766,,12.07,5.57,0.4,31.5,261.3,9.03,0.000467
Cu,11405,,,341,5.5,0.3,0.2,,6.2,0,0.38,0.8,0.4,4.5,1.6,23,10,54,14,155,39,308,724,,33.49,6.71,0.58,16.3,77,3.33,0.001688
Cu,11080,,,390,2.1,0.4,0.2,,5.2,0.04,0.54,1.3,0.5,7.4,2.3,29,11,58,14,144,34,308,644,,28.44,5.03,0.49,9.7,54.7,-0.36,0.001255
Cu,11466,,,442,4.1,0.2,0.1,,,,,,,,,,,,,,,,698,,25.97,,,,,,
Cu,9020,,,1100,4.9,0.9,0.3,,20.2,0.19,3.43,5.7,1.7,21.5,6.1,75,28,140,32,331,71,737,713,,8.2,4.41,0.48,5.9,22.8,-1.54,0.000436
Cu,8670,,,911,5.8,1.1,0.3,,12.1,0.01,0.68,1.4,0.6,9.9,3.9,54,23,124,30,312,72,643,729,,9.52,5.83,0.52,17.8,84.3,3.8,0.000567
Cu,7563,,,1120,10.3,1.1,0.2,,12.6,0.05,1.18,1.8,0.9,10.4,3.9,59,28,157,37,389,89,791,784,,6.75,6.57,0.62,10.7,38.2,2.26,0.000555
Cu,8907,,,502,6.3,0.3,0.1,,5.7,0.06,1.19,2.1,0.8,9.5,2.9,35,13,66,15,157,35,344,736,,17.74,4.49,0.56,4.8,19.8,-1.43,0.001123
Cu,9158,,,335,4.5,0.4,0.1,,5.3,0,0.26,0.8,0.4,4.5,1.5,20,8,47,12,130,32,262,706,,27.35,6.42,0.63,20.5,156.4,5.49,0.001891
Cu,8351,,,767,6,0.5,0.2,,9.1,0.07,1.42,2.7,1.1,11.5,4,51,20,104,25,252,58,540,732,,10.89,4.95,0.6,6.4,27.9,-0.28,0.000779
Cu,10150,,,705,4.3,0.4,0.1,,9.8,0.06,1.38,3,1.1,13.4,4.1,49,19,94,22,220,50,486,702,,14.41,4.47,0.54,7.1,35.6,-0.19,0.00076
Cu,9220,,,373,4.8,0.3,0.1,,4.7,0.04,0.65,1.4,0.6,6.1,1.9,24,10,52,12,130,30,274,712,,24.71,5.31,0.62,7.3,37.2,0.25,0.001658
Cu,8589,,,543,8.9,0.5,0.2,,9.3,0.07,0.92,1.9,0.6,10,3.2,38,15,76,17,160,34,367,769,,15.81,4.17,0.43,10.2,47.9,2.74,0.000787
Cu,7863,,,903,6.7,0.7,0.2,,11,0.03,0.91,2.1,0.9,11.2,4,56,23,129,30,302,70,639,742,,8.71,5.4,0.56,12,63.3,3.08,0.000624
Cu,9710,,,660,5.4,0.6,0.2,,10.2,0.02,0.68,1.5,0.6,8.2,2.9,40,17,96,23,240,58,499,722,,14.71,6.03,0.54,15.1,78,3.33,0.000822
Cu,9680,,,833,5.2,0.9,0.2,,12.4,0.01,0.52,1.2,0.6,9.1,3.4,48,20,111,26,265,62,560,719,,11.62,5.54,0.56,24,134.2,5.27,0.000674
Cu,8150,,,416,6,0.4,0.1,,4.9,0.01,0.4,0.8,0.4,4.5,1.8,24,10,57,14,142,34,293,732,,19.61,5.99,0.68,12.3,58,2.48,0.001625
Cu,10391,,,408,2.7,0.6,0.2,,8.3,0.01,0.29,0.6,0.3,4.8,1.6,23,10,56,14,152,38,308,664,,25.47,6.64,0.48,29.2,144.2,3.91,0.001172
Cu,7684,,,648,7.3,0.4,0.1,,7,0.06,1.16,2.3,0.9,10.2,3.2,41,16,83,20,196,47,427,750,,11.86,4.82,0.58,6,27.6,0.17,0.000894
Cu,8100,,,531,5.2,0.3,0.1,,6,0.04,0.57,1.3,0.5,6.7,2.3,30,13,70,17,176,44,368,719,,15.25,5.79,0.48,10.5,55.3,1.94,0.000913
Cu,10080,,,523,2.9,0.9,0.3,,13.7,0.01,0.32,1,0.4,5.9,2,28,12,69,17,192,46,389,669,,19.27,6.86,0.46,43.1,304.2,6.89,0.000873
Cu,8562,,,482,3.7,0.3,0.1,,5.1,0.04,0.87,2.1,0.7,8.9,2.6,31,12,59,14,137,32,305,689,,17.76,4.42,0.48,5.9,33.9,-0.75,0.000998
Cu,8190,,,419,5.6,0.4,0.1,,5.4,0.03,0.58,1.1,0.5,6.6,2,25,10,53,13,128,30,275,725,,19.55,5.12,0.57,9.2,41.8,1.07,0.001358
Cu,8600,,,466,3.1,0.4,0.1,,5.2,0.01,0.33,1,0.3,5,1.9,25,11,59,15,158,39,321,675,,18.45,6.37,0.46,15.4,111,3.27,0.00099
Cu,8280,,,882,5.2,0.8,0.2,,11.6,0.03,0.68,1.6,0.7,11.6,4.1,54,23,118,29,296,69,618,719,,9.39,5.53,0.5,16.9,94,3.93,0.000572
Cu,10080,,,1050,2.8,2,0.6,,25.3,0.03,0.46,1.4,0.7,11,4.3,61,26,144,37,385,88,785,667,,9.6,6.32,0.51,55.3,391.2,7.74,0.00049
Cu,9930,,,590,2.9,0.8,0.3,,13.3,0.01,0.31,0.9,0.4,7,2.4,35,15,79,20,215,50,439,669,,16.83,6.11,0.52,42.9,284.2,6.63,0.000884
Cu,9740,,,590,3.5,0.6,0.2,,9.8,0.01,0.28,1,0.4,7.2,2.5,34,15,75,20,212,49,425,685,,16.51,6.31,0.45,35.1,296.6,7.26,0.000769
Cu,9590,,,720,3.2,1,0.3,,13.8,0.03,0.33,1,0.4,7.3,2.9,40,18,95,25,271,63,538,677,,13.32,6.75,0.44,42.1,302.8,7.12,0.00061
Cu,10050,,,942,2,1.7,0.5,,22.3,0.01,0.41,1.4,0.5,10,3.5,52,24,125,32,352,79,702,640,,10.67,6.72,0.42,54.7,439,7.31,0.000443
Cu,9300,,,1066,3.5,1.3,0.4,,18.2,0.02,0.52,1.9,0.7,11.5,4.4,60,26,136,35,377,85,757,685,,8.72,6.23,0.44,34.7,300.3,7.31,0.000411
Cu,9230,,,701,2.2,0.9,0.2,,12,0.04,0.44,1.3,0.5,8,2.9,40,17,89,23,253,58,505,648,,13.17,6.28,0.44,27.5,193.9,4.51,0.000624
Cu,9340,,,669,2.3,0.6,0.2,,10.1,0.02,0.24,1.1,0.5,6.8,2.7,37,16,85,22,245,56,483,651,,13.96,6.66,0.53,42.6,444,7.73,0.000788
Cu,9430,,,490,1.7,0.3,0.2,,6.7,0.01,0.27,0.7,0.3,5.2,1.9,27,12,63,17,189,44,366,630,,19.24,7,0.48,25.1,146.9,2.86,0.000972
Cu,9640,,,744,2.9,1.1,0.3,,13.1,0.02,0.35,1.2,0.4,7.5,2.8,41,18,97,25,285,64,555,669,,12.96,7,0.46,37.9,304,6.88,0.000618
Cu,10010,,,393,3.3,0.3,0.1,,7.3,0.01,0.4,1.1,0.5,5.8,1.9,22,9,49,12,143,33,285,680,,25.47,6.4,0.58,18.4,118.4,3.67,0.001482
Cu,9420,,,243,4.1,0.3,0.1,,4.6,0.01,0.21,0.7,0.3,3.1,1.1,14,6,33,8,91,21,182,698,,38.78,6.5,0.56,22,162.4,5.4,0.002314
Cu,10100,,,363,3,0.4,0.1,,,,,,,,,,,,,,,,672,,27.86,,,,,,
Cu,9670,,,751,2,1,0.3,,18.6,0.03,0.54,1.7,0.6,9.8,3.5,47,19,97,23,244,53,516,640,,12.88,5.24,0.44,34.4,244.3,5.14,0.000588
Cu,9610,,,689,2.6,0.8,0.3,,10.7,0,0.4,1.1,0.4,7.2,2.8,41,17,96,24,255,62,518,661,,13.96,6.3,0.4,27,169.1,4.41,0.000579
Cu,10100,,,997,4.2,0.7,0.2,,18.6,0.07,1.27,3.7,1,16.7,5.8,69,26,132,31,298,66,669,700,,10.13,4.32,0.41,14.7,99.9,3.63,0.000408
Cu,9830,,,483,3,0.4,0.1,,7.8,0.01,0.33,1.2,0.4,5.7,2.2,29,12,67,17,177,43,363,672,,20.35,6.14,0.48,23.4,190.3,5.21,0.000995
Cu,8670,,,442,10.2,0.3,0.2,,8.4,0.04,0.62,1.6,0.5,7.5,2.5,31,12,60,13,127,28,293,783,,19.62,4.08,0.42,13.7,82.6,5.13,0.000954
Cu,10010,,,354,3.3,0.3,0.1,,6.3,0.03,0.28,0.9,0.4,4.9,1.7,22,9,49,12,128,31,266,680,,28.3,5.83,0.57,22.5,175.8,5.15,0.001614
Cu,10920,,,453,4,0.3,0.1,,9,0.02,0.54,1,0.3,5.2,2,26,11,63,17,186,50,371,696,,24.11,7.24,0.45,16.8,73,2.33,0.001004
Cu,10750,,,881,1.6,1.8,0.4,,34.3,0.03,0.84,2,0.8,12.9,4.5,58,23,119,28,283,63,630,624,,12.2,4.9,0.48,40.9,223.7,4.25,0.00055
Cu,11180,,,1011,2.3,1.9,0.7,,36,0.03,0.76,2,0.7,12.5,4.8,63,26,141,34,342,79,742,651,,11.06,5.38,0.42,47.6,295.8,6.2,0.000414
Cu,9130,,,614,2.9,0.6,0.2,,8.8,0.03,0.46,1,0.5,7.5,2.7,37,15,86,21,215,52,446,669,,14.87,5.86,0.51,19,93.4,2.45,0.000838
Cu,8050,,,1088,8.9,1,0.3,,13.4,0.05,0.87,2,0.9,12.2,4.5,64,28,150,36,354,83,749,769,,7.4,5.52,0.57,15.4,81.4,4.74,0.000528
Cu,9190,,,550,4.2,0.7,0.2,,7.9,0.01,0.38,1.2,0.5,5.8,2.1,31,14,77,19,204,49,412,700,,16.72,6.53,0.6,21,152.9,5.23,0.001087
Cu,9920,,,701,3.8,0.3,0.1,,7.9,0.05,1.25,2.9,1,12.8,4,48,18,93,22,216,50,476,692,,14.15,4.52,0.48,6.4,34.7,-0.6,0.000691
Cu,9180,,,605,4.8,0.7,0.2,,9.9,0.02,0.54,1.3,0.5,7.4,2.6,36,15,85,21,211,51,441,712,,15.17,5.87,0.45,18.5,104.5,4.13,0.000752
Cu,9340,,,537,3.4,0.5,0.1,,7.2,0.01,0.38,1.2,0.4,6.1,2.1,30,13,76,19,203,49,408,682,,17.39,6.8,0.43,18.9,133.9,4.2,0.000802
Cu,9460,,,559,2.5,0.3,0.1,,6.9,0.05,0.87,2,0.7,9.2,2.8,37,15,76,18,188,45,402,658,,16.92,5.06,0.52,7.9,41.5,-0.97,0.000936
Cu,9050,,,283,3.8,0.4,0.2,,,,,,,,,,,,,,,,692,,32.04,,,,,,
Cu,10110,,,481,3,0.6,0.2,,8,0.01,0.23,0.8,0.4,5.4,2.1,29,12,68,18,188,46,378,672,,21.04,6.53,0.57,35.6,289.8,6.79,0.001189
Cu,9590,,,519,4.2,0.6,0.2,,9.2,0.07,0.88,1.3,0.5,6.1,2.2,32,14,72,18,184,44,384,700,,18.48,5.8,0.58,10.4,35.9,-0.21,0.001121
Cu,10030,,,325,3.3,0.3,0.1,,,,,,,,,,,,,,,,680,,30.84,,,,,,
Cu,9370,,,640,3.9,0.6,0.2,,8.6,0.02,0.38,1,0.5,6.7,2.6,38,16,90,23,234,58,478,694,,14.64,6.21,0.61,22.7,135.4,4.59,0.000957
Cu,9520,,,302,3.8,0.3,0.1,,5.1,0.01,0.47,0.8,0.5,5,1.5,20,7,41,10,109,27,229,692,,31.58,5.45,0.69,10.7,43,0.22,0.002288
Cu,9160,,,440,2.9,0.3,0.1,,5.5,0.01,0.44,1.1,0.4,5.3,2,27,11,61,15,163,39,332,669,,20.82,5.98,0.57,12.5,72,1.47,0.001286
Cu,10220,,,711,4.4,0.7,0.3,,12,0.11,1.15,1.4,0.8,7.9,2.9,42,18,100,26,263,65,540,704,,14.37,6.2,0.75,10.4,30.2,-0.75,0.001056
Cu,10820,,,386,1.3,0.5,0.2,,7.7,0,0.24,0.8,0.4,4.4,1.8,23,10,55,14,150,37,304,610,,28.03,6.53,0.6,32.2,249.1,4.15,0.001553
Cu,8930,,,621,5.3,0.5,0.2,,7.8,0.05,0.79,1.9,0.8,8.4,3,39,16,86,21,213,51,449,720,,14.38,5.44,0.6,9.9,55,1.97,0.000963
Cu,9870,,,285,3.8,0.2,0.1,,,,,,,,,,,,,,,,692,,34.63,,,,,,
Cu,9980,,,722,2,0.8,0.3,,12.4,0.02,0.41,1.1,0.6,7.9,3,44,19,101,25,260,64,538,640,,13.82,5.96,0.6,30.5,200,4.38,0.000835
Cu,12400,,,795,2,0.4,0.2,,18.6,0.04,0.97,2.6,0.8,12.4,4.1,52,21,109,26,266,63,576,640,,15.6,5.11,0.44,19.2,121.8,2.52,0.000557
Cu,9610,,,361,4.8,0.4,0.1,,6.1,0.02,0.2,0.7,0.3,4.7,1.6,21,9,52,13,135,33,277,712,,26.62,6.44,0.52,30.3,250.2,7.41,0.001446
Cu,8040,43,91,929,14.4,2.3,0.8,0.04,12.6,0.07,0.75,1.9,0.7,13.3,5.3,69,29,159,38,416,77,823,818,0.48,8.66,6,0.42,16.8,100,6.7,0.000448
Cu,8066,23,57,657,11.5,1.3,0.4,0,7.4,0,0.52,1.3,0.5,9.4,3.9,51,21,111,28,298,55,587,794,0.4,12.27,5.8,0.44,14.3,86.2,5.57,0.000663
Cu,7744,69,102,953,14.5,1.5,0.5,0.16,10.4,0.48,5.24,6,0.9,20.4,7,87,32,157,38,415,69,848,819,0.67,8.12,4.76,0.26,2,5.3,-4.3,0.000269
Cu,7718,26,68,685,13.5,1.8,0.6,0,8.2,0.04,0.62,1.8,0.6,10.6,4,53,22,119,30,351,60,662,811,0.38,11.26,6.58,0.45,13.3,91.1,6.19,0.000658
Cu,7857,39,89,900,16.6,1.8,0.6,0,10.6,0.06,1.12,2.2,0.7,14,5,69,28,154,38,419,81,823,834,0.44,8.73,6.11,0.38,9.4,43.1,3.91,0.00042
Cu,9131,29,68,530,11.6,1.3,0.4,0,9.4,0.03,0.43,1.3,0.4,8.3,3.2,41,17,91,22,242,45,481,795,0.43,17.23,5.84,0.39,21.6,149.3,7.66,0.000731
Cu,8068,24,52,518,6.3,1.3,0.4,0,11.6,0.03,0.33,1.3,0.4,7.1,2.8,39,16,89,21,236,47,471,736,0.47,15.58,6.1,0.42,34.7,309.1,8.88,0.000818
Cu,8084,14,32,204,5.4,0.6,0.1,0,7.4,0,0.19,0.3,0.1,2.3,0.9,13,6,37,10,118,26,222,721,0.44,39.62,9.03,0.49,38.7,142.1,5.55,0.002423
Cu,8248,20,51,335,5.4,0.8,0.2,0,10.3,0,0.32,0.6,0.3,4.1,1.5,21,10,56,15,177,38,335,721,0.39,24.63,8.36,0.67,32.2,131.5,5.26,0.002002
Cu,9583,37,67,916,10.2,1,0.4,0,7.8,0.02,0.46,2,0.6,14.6,5.4,73,30,153,36,369,67,758,782,0.56,10.46,5.07,0.34,17,170.9,7.85,0.000368
Cu,9441,41,67,1036,9.5,0.8,0.3,0,7.2,0.05,1.05,2.7,0.8,18.6,6.6,81,32,166,37,368,73,794,775,0.62,9.11,4.57,0.34,6.9,41,2.31,0.00033
Cu,9395,18,37,497,10.4,1,0.4,0,5.9,0,0.44,1.1,0.3,6.6,2.7,37,16,83,20,210,41,423,784,0.48,18.9,5.64,0.36,13.6,80.2,5.06,0.00072
Cu,9682,47,78,1081,11.1,1,0.4,0,8.3,0.04,1.15,3.5,0.9,19.6,7.1,90,35,175,42,421,77,881,791,0.6,8.95,4.67,0.34,7.3,51.6,3.57,0.00031
Cu,9334,31,63,773,9.7,0.9,0.3,0,7.2,0,0.37,1.4,0.5,11.9,4.7,61,25,125,32,336,59,665,777,0.5,12.08,5.47,0.36,19.7,179.3,7.91,0.00046
Cu,7963,16,52,263,3.9,0.6,0.1,0,8.8,0,0,0.4,0.2,2.8,1.1,17,8,46,14,187,35,319,693,0.31,30.33,10.92,0.6,,,,0.002289
Cu,7490,56,80,688,10.2,1.4,0.4,0,14.7,0.04,0.52,1.4,0.5,8.1,3,44,21,116,32,372,74,686,782,0.71,10.89,8.49,0.48,28.3,179.3,8.04,0.000704
Cu,8560,24,54,422,6.3,1.2,0.4,0,10.9,0,0,1,0.4,6,2.4,32,13,73,19,219,37,414,736,0.44,20.29,6.89,0.45,,,,0.001077
Cu,7791,15,46,173,2.5,0.4,0.1,0,3.9,0,0.22,0.2,0.2,1.4,0.5,8,4,29,10,168,38,264,657,0.33,45.09,20.63,0.91,17.6,45.3,-0.65,0.005285
Cu,6930,53,116,433,4.9,0.7,0.1,0,8,0,0.37,0.6,0.3,3.5,1.5,24,12,75,24,376,82,607,714,0.45,16.02,15.52,0.68,22,78.5,3.11,0.001564
Cu,7933,60,84,1323,10.6,0.9,0.4,0,11,0.1,2.08,5.2,1.6,27,9.3,114,44,211,49,517,85,1076,786,0.71,6,4.53,0.41,5.3,30.7,1.5,0.000308
Cu,7825,9,35,159,4.7,0.5,0.1,0,5.7,0,0,0.2,0.1,1.3,0.6,9,4,28,8,129,25,211,709,0.27,49.14,14.6,0.48,,,,0.002988
Cu,8470,49,97,1050,11.5,1,0.4,0,9.9,0.1,1.73,4.4,1.4,21.8,7.7,93,36,171,41,485,71,944,795,0.51,8.06,5.24,0.42,5.7,33.8,2.07,0.000402
Cu,9098,25,75,128,2,0.3,0,0.04,4.1,0,0,0,0.1,1,0.4,7,3,24,8,122,31,201,639,0.33,70.91,18.66,,,,,
Cu,7370,100,156,902,12.2,1.9,0.6,0,15.8,0.06,1.04,2.6,0.9,15,5.5,75,31,154,36,418,65,820,801,0.64,8.17,5.58,0.44,15.3,90.5,5.92,0.000484
Cu,8275,20,48,560,5.9,1.4,0.5,0,11.6,0,0.27,1.1,0.4,7.8,3.1,42,18,98,25,284,47,539,730,0.43,14.78,6.75,0.38,43.1,409.8,9.77,0.000688
Cu,9391,41,88,831,7.4,1.6,0.8,0,10.5,0.03,0.93,2.4,0.6,13.9,5,68,27,139,34,379,65,745,751,0.47,11.31,5.61,0.34,11.3,67.5,3.56,0.00041
