label,Hf ,Th ,U ,Y ,Ti ,Nb,Ta,La,Ce ,Pr,Nd ,Sm ,Eu ,Gd ,Tb ,Dy ,Ho ,Er ,Tm ,Yb ,Lu ,REE,T (?),Th/U,Hf/Y,Yb/Dy,EuN/EuN*,Ce/Nd,CeN/CeN*,?FMQ,(EuN/EuN*)/Y
barren,28308,616,581,2192,11,,,0.71,84.8,0.28,3.78,6.4,2.6,36,12.1,158,61,323,73,899,172,1832,790,1.06,13,5.7,0.52,22,88,5.56,0.000237
barren,25047,625,779,3516,23,,,0.66,113.2,0.61,7.91,13.9,4.7,64.2,21.2,270,100,509,108,1210,223,2646,871,0.8,7,4.5,0.48,14,58,5.86,0.000137
barren,31219,513,523,2601,14,,,32.16,162.2,8.09,34.4,13,3.4,47.5,15.1,197,74,382,83,962,179,2193,815,0.98,12,4.9,0.41,5,4,-5.32,0.000158
barren,33584,408,376,2167,21,,,0.75,81.4,0.34,4.16,5.9,2.1,33.6,11.8,159,62,319,72,820,155,1727,861,1.09,15,5.2,0.46,20,64,5.99,0.000212
barren,26135,344,316,2192,23,,,0.33,66.1,0.37,4.67,7.6,3.1,40.1,12.4,166,62,318,70,785,146,1682,871,1.09,12,4.7,0.53,14,54,5.55,0.000242
barren,24358,358,375,2707,25,,,0.64,71.1,0.45,5.96,9.2,3.3,50.6,16.2,207,77,396,83,939,169,2028,881,0.95,9,4.5,0.47,12,43,4.91,0.000174
barren,27417,572,633,3292,17,,,0.08,102.4,0.32,5.44,11.8,3.9,59,19.6,248,97,488,104,1190,217,2546,837,0.9,8,4.8,0.46,19,95,6.92,0.00014
barren,30057,940,1255,3152,20,,,3.82,151.7,1.13,7.39,9.6,3.6,56.7,18.2,245,91,462,100,1145,209,2506,855,0.75,10,4.7,0.47,21,62,5.74,0.000149
barren,26541,437,406,2004,4,,,3.35,75.7,0.67,5.65,6.9,2.1,32.8,11.2,147,56,295,67,784,155,1642,696,1.08,13,5.3,0.42,13,38,-0.1,0.00021
barren,30353,690,784,3013,10,,,0.68,104.8,0.37,5.41,8.9,2.9,51.3,17.3,222,87,455,99,1153,215,2424,780,0.88,10,5.2,0.41,19,74,4.67,0.000136
barren,30660,434,434,2729,23,,,0.09,83.6,0.27,4.68,8.9,2.9,47.7,15.7,207,79,402,87,999,185,2123,871,1,11,4.8,0.43,18,79,6.99,0.000158
barren,27667,517,497,2206,13,,,0.05,82,0.33,3.71,6.4,2.4,37.4,12.4,163,63,327,73,854,162,1787,807,1.04,13,5.3,0.47,22,89,6.03,0.000213
barren,33421,429,419,2343,18,,,0.47,74.9,0.38,4.39,7.3,2.5,42.7,13.4,184,68,349,76,878,167,1869,843,1.02,14,4.8,0.43,17,66,5.71,0.000184
barren,30246,523,543,1895,58,,,0.47,85.6,0.2,3.45,5.7,1.9,31.8,10.3,137,53,282,62,731,141,1546,992,0.96,16,5.3,0.44,25,95,10,0.000232
barren,24184,381,395,2602,17,,,3.95,84.2,1.36,9.22,10.3,3.6,49.8,15.9,199,75,384,81,919,168,2005,837,0.96,9,4.6,0.48,9,24,1.71,0.000184
barren,29693,586,702,2884,17,,,0.93,117.4,0.43,5.24,9.4,3.2,48.5,16,217,81,428,96,1099,210,2332,837,0.83,10,5.1,0.45,22,93,6.86,0.000156
barren,28492,649,600,2073,6,,,7.73,101.9,1.73,9.1,6.4,2.2,30.1,10.5,144,57,315,73,892,177,1827,731,1.08,14,6.2,0.48,11,18,-1.83,0.000232
barren,31102,1023,1468,4173,21,,,9.86,175.6,2.39,15.35,16.7,5.3,82.9,25.9,325,122,626,135,1549,286,3377,861,0.7,7,4.8,0.43,11,29,3,0.000103
barren,26358,399,441,2572,17,,,0.18,82.1,0.28,4.16,8.8,2.7,46.9,14.7,200,77,386,80,908,165,1976,837,0.9,10,4.5,0.41,20,98,7.03,0.000159
barren,30018,672,1017,5327,25,,,3.4,173.1,1.6,16.25,24.2,6.9,115.5,35.8,449,163,790,162,1768,311,4019,881,0.66,6,3.9,0.4,11,37,4.35,0.000075
barren,30113,279,221,1549,15,,,0.01,56.6,0.12,1.64,4.6,1.2,24.5,8.4,114,44,239,51,616,114,1276,823,1.26,19,5.4,0.36,34,225,9.86,0.000232
barren,11724,371,500,1438,8,,,0.73,50,0.9,3.88,6.4,1.8,22.9,9.5,112,47,225,56,552,119,1206,758,0.74,8,4.9,0.45,13,49,2.6,0.000313
barren,11502,213,265,1108,12,,,0.27,37.4,0.62,3.86,5.1,0.9,19.4,6.8,91,35,168,41,390,82,881,799,0.8,10,4.3,0.28,10,30,1.7,0.000253
barren,11531,193,252,1127,13,,,0.22,29.5,0.34,3.38,4.9,1.3,20.4,6.7,94,36,173,41,403,82,896,807,0.77,10,4.3,0.39,9,29,1.83,0.000346
barren,12054,282,431,2247,5,,,2.16,58.6,1.75,10.45,11.7,2.8,43.3,14.7,196,76,345,81,769,150,1762,715,0.65,5,3.9,0.39,6,15,-3.16,0.000174
barren,11547,213,239,1137,14,,,,31.3,0.11,2.61,3.9,1.1,18.2,7.2,87,37,179,43,422,86,918,815,0.89,10,4.8,0.41,12,42,3.36,0.000361
barren,10561,196,287,1164,13,,,0.38,32.6,0.42,4.49,5.2,1.5,20.2,7.3,96,37,181,43,412,85,926,807,0.68,9,4.3,0.46,7,20,0.35,0.000395
barren,10417,112,130,918,16,,,0.05,21.7,0.2,2.68,4.7,1.4,21.7,6.2,79,30,140,33,317,65,722,830,0.86,11,4,0.41,8,33,2.82,0.000447
barren,11916,207,262,1435,9,,,2.24,36.4,2.02,7.78,7.3,1.8,24.2,9.5,118,45,219,52,500,98,1124,770,0.79,8,4.2,0.41,5,10,-3.04,0.000286
barren,10491,158,184,982,15,,,0.58,31.4,0.83,6.16,4.7,1.7,18.2,5.7,82,32,159,37,357,74,812,823,0.86,11,4.3,0.56,5,9,-2.22,0.00057
barren,11636,185,216,852,5,,,,29.7,0.15,1.51,3.5,0.9,15.5,5.1,66,27,132,32,307,63,684,715,0.86,14,4.6,0.38,20,107,4.33,0.000446
barren,11801,153,158,843,10,,,6.24,49.2,5.08,16.49,6,1.2,14.7,5.1,68,26,133,33,316,63,744,780,0.97,14,4.6,0.39,3,3,-8.03,0.000463
barren,9150,148,304,1844,9,,,0.05,59.3,0.53,14.43,17.7,7.1,60.6,15.2,176,63,273,61,560,104,1412,770,0.49,5,3.2,0.67,4,12,-2.53,0.000363
barren,11409,173,247,1207,15,,,2.09,45.6,2.28,14.4,7.5,2.4,27.8,8.7,106,41,182,41,390,76,947,823,0.7,9,3.7,0.5,3,4,-5.46,0.000414
barren,11924,164,158,860,20,,,6.97,54.3,6.65,21.68,5.4,1.7,14.2,5.2,73,28,138,33,346,72,807,855,1.04,14,4.7,0.61,3,1,-8.37,0.000709
barren,11498,375,565,1993,13,,,8.45,84,6.77,28.78,16.3,4,43.4,14.3,173,68,309,71,695,136,1658,807,0.66,6,4,0.46,3,4,-5.79,0.000231
barren,11358,196,258,1337,8,,,0.03,42.6,0.12,1.53,3.6,2.1,19.4,8,105,44,211,50,480,98,1064,758,0.76,8,4.6,0.78,28,153,6.83,0.000583
barren,10336,157,171,1139,13,,,0.01,24.2,1.26,1.8,3.2,1.5,18.6,7.2,94,38,176,44,426,88,923,807,0.92,9,4.6,0.58,13,56,4.28,0.000509
barren,26514,618,865,3766,24,,,0.17,122.2,0.65,11.88,19,7.1,83,25.6,307,110,541,114,1297,243,2883,876,0.71,7,4.2,0.55,10,38,4.39,0.000146
barren,29732,750,829,2744,16,,,0.35,113.5,0.3,4.23,8.4,2.8,44.3,15.3,199,76,397,89,1044,197,2191,830,0.9,11,5.3,0.44,27,124,7.77,0.00016
barren,24223,299,279,1784,25,,,1.26,66,0.35,3.95,6.5,1.8,30.5,10,130,50,259,56,638,117,1370,881,1.07,14,4.9,0.4,17,64,6.39,0.000224
barren,27583,554,606,1890,23,,,0.08,17.9,0.2,2.61,5.4,0.9,35.7,11.9,155,57,269,53,550,92,1251,871,0.91,15,3.5,0.2,7,33,3.74,0.000106
barren,24508,647,739,5976,32,,,0.08,132.3,0.7,11.77,21.4,4.4,120.3,39.6,507,185,893,174,1789,304,4182,912,0.88,4,3.5,0.26,11,48,5.92,0.000044
barren,30045,653,686,2751,20,,,73.8,251.3,15.2,65.78,17.7,3.6,52.2,15.8,209,79,410,90,1020,190,2492,855,0.95,11,4.9,0.36,4,2,-6.48,0.000131
barren,26851,486,458,2617,15,,,97.45,298.2,19.35,80.66,19.7,4.6,52.9,15.2,194,74,377,83,941,178,2434,823,1.06,10,4.9,0.44,4,2,-7.7,0.000168
barren,35529,262,391,1711,13,,,0.59,93.1,0.31,2.38,4.6,1.8,22.7,8.6,118,47,248,59,694,134,1433,807,0.67,21,5.9,0.55,39,175,8.55,0.000321
barren,24922,205,103,2092,36,,,0.79,83.8,0.23,2.99,6.6,2.4,33.5,10.9,148,58,307,66,777,149,1647,927,1.99,12,5.2,0.5,28,144,10.37,0.000239
barren,23493,471,690,3441,22,,,0.7,80.1,0.91,15.02,21.2,8.8,88.9,26,303,102,482,97,1029,182,2436,866,0.68,7,3.4,0.62,5,17,1.22,0.00018
barren,32422,744,886,1779,,,,0.72,107.4,0.32,5.01,6.9,1.2,29.9,9.6,134,51,267,63,756,137,1570,,0.84,18,5.6,0.25,21,69,,0.000141
barren,31959,885,968,2350,5,,,164.32,385.8,27.98,113.78,27.8,4.3,51.4,14,176,68,348,84,987,179,2631,715,0.91,14,5.6,0.35,3,2,-10.77,0.000149
barren,31002,1056,1188,2465,25,,,0.05,123.9,0.21,0.77,9.1,2.4,39.8,13.2,174,70,373,90,1062,200,2158,881,0.89,13,6.1,0.38,161,4427,22.33,0.000154
barren,30828,975,1091,2245,25,,,0.25,120.7,0.18,2.96,4.4,1.7,38.3,12.8,166,64,339,83,961,179,1973,881,0.89,14,5.8,0.4,41,140,9.34,0.000178
barren,28465,705,662,2302,21,,,7.17,114.2,1.31,10.11,8.4,1.9,33.8,12.3,168,67,357,88,1053,187,2108,861,1.06,12,6.3,0.35,11,22,1.95,0.000152
barren,31483,946,968,2196,13,,,,117.8,,2.51,5.4,2.1,36.6,12.3,161,63,332,81,961,172,1946,807,0.98,14,6,0.45,47,236,9.69,0.000205
barren,29830,771,765,2113,5,,,51.13,207,10.45,42.88,10.4,2.2,37.8,12.6,159,61,319,79,927,163,2083,715,1.01,14,5.8,0.34,5,3,-9.46,0.000161
barren,27815,986,1061,2476,6,,,0.32,128.7,0.11,3.46,7.3,2.5,41,14.3,184,71,373,89,1094,194,2203,731,0.93,11,6,0.43,37,183,6.79,0.000174
barren,30816,780,824,1957,21,,,1.82,107.9,0.47,3.11,7.4,1.6,33.5,10.7,148,58,295,71,831,149,1719,861,0.95,16,5.6,0.31,35,193,10.12,0.000158
barren,31154,1037,1031,2642,2,,,7.93,155.9,1.92,11.98,10.2,2.7,41,15.1,193,77,407,96,1137,197,2354,640,1.01,12,5.9,0.4,13,26,-3.32,0.000151
barren,27459,808,922,1930,36,,,10.09,124.6,2.26,9.77,9.5,2.2,35.6,11.5,147,56,286,67,786,135,1683,927,0.88,14,5.3,0.37,13,29,4.32,0.000192
barren,27023,660,702,2588,12,,,0.09,105.3,0.17,2.96,9.2,2.3,43.9,15.4,189,76,393,92,1040,181,2151,799,0.94,10,5.5,0.34,36,258,9.82,0.000131
barren,28925,827,726,2379,23,,,,108.2,,2.72,6.6,1.7,32.9,12.7,166,68,373,91,1110,201,2174,871,1.14,12,6.7,0.35,40,226,10.94,0.000147
barren,31092,629,481,1934,28,,,2.5,91.5,0.65,5.49,4.9,1.6,27.5,10,135,56,309,77,951,173,1845,895,1.31,16,7,0.43,17,35,4.39,0.000222
barren,24916,576,564,2583,75,,,0.38,86.2,0.59,5.12,9.6,3.3,51,15.2,210,77,392,89,1007,171,2117,1031,1.02,10,4.8,0.46,17,74,9.69,0.000178
barren,28536,861,1035,2255,34,,,3.97,132.5,1.28,5.33,4.6,2,37.5,13.4,168,65,339,79,901,160,1913,920,0.83,13,5.4,0.47,25,50,6.24,0.000208
barren,29593,592,518,1918,15,,,0.43,83.8,,0.9,4.3,1.4,33.6,10.4,139,55,293,72,880,156,1728,823,1.14,15,6.3,0.36,93,1033,15.58,0.000188
barren,6668,352,448,1071,1.2,,,0.15,13.6,0.16,2.1,3.8,0.2,23,7.8,96,35,152,32,295,49,710,603,0.79,6,3.1,0.08,6,27,-4.36,0.000075
barren,8174,864,417,2077,2.3,,,12.6,47.2,6.81,36.7,18.6,0.2,45.8,15.8,182,64,266,56,505,82,1339,651,2.07,4,2.8,0.02,1,2,-13.61,0.00001
barren,6181,221,236,825,3.6,,,0.13,11.9,0.14,1.09,2.4,0.1,14.8,5.2,67,27,119,26,244,42,561,687,0.94,7,3.6,0.07,11,56,1.03,0.000085
barren,8156,377,227,777,0.9,,,0.01,7.2,0.02,0.58,1.2,0.1,10.2,4.4,62,25,116,26,247,44,543,584,1.66,10,4,0.04,12,59,-2.22,0.000051
barren,6383,573,354,1951,1.2,,,44.2,133,19.4,98.5,36.8,0.2,68.5,18.8,191,60,252,52,464,79,1518,603,1.62,3,2.4,0.01,1,1,-16.2,0.000005
barren,9601,1024,645,2134,1.8,,,3.22,21.9,1.59,8.67,6.5,0.1,34.4,14.1,183,69,315,69,647,105,1479,632,1.59,4,3.5,0.03,3,4,-10.23,0.000014
barren,8311,439,299,1173,1.3,,,1.88,14.2,0.71,4.79,3.9,0.1,19.1,7.3,95,37,172,37,353,61,807,609,1.47,7,3.7,0.03,3,6,-10.12,0.000026
barren,6755,189,194,1332,5,,,0.05,5.7,0.17,3,4.5,0.5,29.3,9.7,115,43,189,39,372,65,877,715,0.97,5,3.2,0.14,2,7,-6.11,0.000105
barren,10319,1220,631,1920,1.3,,,11.1,48.9,5.46,30.5,13.4,0,35,12.6,157,62,282,62,586,100,1406,609,1.93,5,3.7,0.01,2,2,-14.74,0.000005
barren,7041,280,222,776,2.8,,,1.93,16.2,0.72,3.66,2.8,0.1,12.2,4.9,63,24,117,25,240,43,555,666,1.26,9,3.8,0.04,4,8,-6.99,0.000052
barren,8218,239,222,974,5.9,,,1.27,16,0.42,2.63,3.3,0.2,17.5,6.4,83,32,145,31,295,51,685,730,1.08,8,3.5,0.08,6,18,-2.06,0.000082
barren,6747,436,660,1951,6.3,,,21.4,84.8,9.12,46.7,20.8,0.6,55.5,16.2,179,62,265,54,494,85,1395,736,0.66,3,2.8,0.06,2,2,-10.28,0.000031
barren,11254,1325,852,2907,27.6,,,16,70.6,8.48,47.3,21.9,0.2,61.7,20.4,252,94,421,90,847,139,2090,893,1.56,4,3.4,0.02,1,2,-7.18,0.000007
barren,7339,428,778,1796,20.2,,,4.45,38.5,2.06,13,10.7,0.6,44.1,13.9,164,58,258,53,488,84,1232,856,0.55,4,3,0.08,3,6,-3.22,0.000045
barren,6785,431,539,1657,5.8,,,17.7,63,6.76,34.2,12.7,0.3,35.2,11.7,141,53,235,51,464,82,1207,728,0.8,4,3.3,0.05,2,2,-11.12,0.00003
barren,12183,1579,812,2567,1.2,,,17.1,72,9.41,52.7,24.1,0.1,57.1,17.7,216,82,371,80,751,129,1878,603,1.94,5,3.5,0.01,1,1,-15.39,0.000004
barren,10153,1830,1216,2550,1.2,,,1.35,21.1,0.68,4.94,4.7,0.1,34.4,15,203,81,370,80,752,128,1695,603,1.5,4,3.7,0.01,4,9,-8.35,0.000004
barren,11831,802,483,1883,2.4,,,3.3,25.7,1.43,7.8,5.5,0.1,29.2,11,151,60,275,61,581,100,1312,654,1.66,6,3.8,0.03,3,5,-8.73,0.000016
barren,9180,364,307,1127,2.7,,,0.71,17.2,0.3,2.42,3,0.1,18.9,7.2,92,36,162,36,336,59,771,663,1.19,8,3.7,0.05,7,20,-3.44,0.000044
barren,9313,161,124,1325,8.1,,,0.04,5.8,0.16,2.45,4.9,0.4,27.1,8.8,113,42,189,40,391,68,893,760,1.3,7,3.5,0.12,2,11,-3.07,0.000091
barren,9687,467,318,1110,2.3,,,1.76,14.8,0.68,3.66,3.2,0.1,16.5,6.7,88,35,167,36,345,63,781,651,1.47,9,3.9,0.03,4,8,-7.3,0.000027
barren,7691,8838,7164,4611,4,,,0.18,59.2,0.74,12,22.7,1.2,120,42.2,491,179,756,154,1311,234,3383,696,1.23,2,2.7,0.07,5,22,-2.23,0.000015
barren,12443,4841,2877,3331,3.2,,,1.39,30,0.71,4.89,7.8,0.1,53,23.2,312,125,569,127,1139,200,2593,677,1.68,4,3.7,0.01,6,23,-2.63,0.000003
barren,8800,10333,8619,1088,5.5,,,29.5,84.3,9.19,40,11.5,0.4,28,8.6,101,39,179,40,367,69,1006,724,1.2,8,3.6,0.07,2,1,-11.7,0.000064
barren,9455,9222,6605,1075,2,,,1.26,15.6,0.47,2.69,2.6,0.1,18,7.4,97,40,184,42,380,71,861,640,1.4,9,3.9,0.04,6,13,-5.86,0.000037
barren,9859,9764,5755,1091,3.8,,,1.52,17,0.55,3.15,3.7,0.1,18,7.6,98,39,183,42,385,72,870,691,1.7,9,3.9,0.05,5,15,-3.86,0.000046
barren,12129,8901,6551,2267,3.9,,,0.47,16.3,0.26,2.23,3.8,0,30,14.3,198,83,387,89,811,147,1782,694,1.36,5,4.1,0.01,7,29,-1.18,0.000004
barren,6659,9425,7896,703,9470,,,0.35,9.3,0.12,1.34,1.9,0.1,12,4.9,63,26,119,27,242,47,554,2765,1.19,9,3.8,0.07,7,22,17.32,0.0001
barren,13527,10450,8101,1983,8.2,,,11.7,51.6,3.63,17.3,7.9,0.2,36,14,177,72,325,71,634,121,1542,761,1.29,7,3.6,0.04,3,3,-7.65,0.00002
barren,10114,9231,5846,1548,2.7,,,19.5,64.1,6.85,32.9,10.9,0.2,30,11.1,143,56,260,59,537,96,1327,663,1.58,7,3.8,0.03,2,2,-13.24,0.000019
barren,10928,5430,4278,2512,7.7,,,1.92,14.8,0.69,3.97,6,0.1,37,16.1,220,91,422,94,842,155,1905,755,1.27,4,3.8,0.01,4,13,-2.52,0.000004
barren,9708,7404,5302,2002,5.6,,,5.33,26.7,1.99,9.71,5.5,0.1,30,13,178,73,339,75,665,124,1546,725,1.4,5,3.7,0.02,3,4,-8.09,0.00001
barren,8174,7132,6059,1143,4.6,,,11.4,43,3.79,17.2,6.5,0.3,23,8.1,104,41,189,43,404,75,969,708,1.18,7,3.9,0.08,3,2,-10.48,0.00007
barren,7038,5398,4488,1043,3.9,,,19.7,65.1,6.15,29.3,9.7,0.3,25,8.1,99,38,167,38,342,62,908,694,1.2,7,3.5,0.05,2,2,-11.85,0.000048
barren,10386,6299,4781,1162,4.1,,,0.1,9.2,0.05,0.61,1.6,0,13,6.7,97,41,199,47,447,81,943,698,1.32,9,4.6,0.02,15,93,3.28,0.000017
barren,5876,13975,37346,677,2.1,,,8.66,30.2,2.89,13.7,5.1,0.2,14,5.2,61,25,112,25,240,44,587,644,0.37,9,3.9,0.05,2,2,-12.96,0.000074
barren,12418,2352,3555,6782,4.3,,,1.82,43.2,1.87,13.2,23.6,0,129,54,701,255,1099,235,2086,309,4952,702,0.66,2,3,0,3,14,-3.8,0
barren,12273,4327,2741,4336,1.8,,,0.09,24.7,0.11,1.94,8.7,0,72.8,30.7,403,159,702,146,1279,212,3040,632,1.58,3,3.2,0,13,132,2.56,0
barren,13000,556,476,7188,2.3,,,0.41,55.1,0.56,5.4,17.4,0,134,55.1,704,264,1137,232,1994,323,4922,651,1.17,2,2.8,0,10,77,1.12,0
barren,12357,1268,861,8219,18.7,,,10,86.2,9.47,48.1,47,0,187,69.4,826,301,1252,255,2168,338,5597,847,1.47,2,2.6,0,2,4,-4.66,0
barren,12934,985,692,6147,2.2,,,0.19,46.2,0.25,3.08,12.9,0,105,44.4,579,225,990,208,1827,296,4337,648,1.42,2,3.2,0,15,146,3.44,0
barren,12232,3633,1525,6240,1.8,,,0.13,46,0.22,3.34,13.8,0,115,47.3,601,229,984,201,1751,278,4270,632,2.38,2,2.9,0,14,133,2.57,0
barren,12868,1855,1515,7115,4,,,0.72,56.3,0.88,7.45,20.9,0,134,55.9,717,262,1133,241,2130,317,5076,696,1.22,2,3,0,8,49,0.86,0
barren,20067,923,762,21418,58.4,,,56.6,331,45.1,261,232,0.2,498,205,2311,698,3154,805,8115,1189,17901,993,1.21,1,3.5,0,1,3,-3.47,0
barren,11709,1569,880,6758,55.4,,,0.82,46.6,0.67,6.67,21.5,0,132,53.5,672,247,1064,227,2035,316,4823,986,1.78,2,3,0,7,52,7.65,0
barren,11033,3716,1731,3873,1.8,,,0.29,25.9,0.33,3.3,9.7,0,67.6,29,372,143,615,128,1119,179,2692,632,2.15,3,3,0,8,54,-0.82,0
barren,16252,486,459,8962,41.9,,,131,420,68.4,350,185,0.1,292,99.3,1049,317,1482,395,4007,621,9417,947,1.06,2,3.8,0,1,1,-6.46,0
barren,11274,3559,1757,5059,2.1,,,0.15,33.9,0.21,3.11,11.6,0,89.3,38,493,187,810,168,1474,229,3537,644,2.03,2,3,0,11,95,1.69,0
barren,13771,700,621,28453,135.7,,,343,1182,169,829,507,0.3,850,315,3333,988,4381,1081,10361,1417,25756,1129,1.13,0,3.1,0,1,2,-2.32,0
barren,15070,742,578,8665,4.2,,,1.07,42.7,0.8,9.22,24.6,0,169,67.3,853,317,1346,273,2339,380,5823,700,1.28,2,2.7,0,5,29,-1.05,0
barren,12194,877,794,5926,2.9,,,0.51,34.5,0.68,9.87,32.6,0.1,181,69.4,722,221,843,168,1393,218,3894,669,1.1,2,1.9,0,3,27,-2.23,0
barren,23205,4626,3668,13132,23,,,63.5,290,38.6,198,128,0.1,251,99.1,1183,388,1909,517,5494,958,11517,871,1.26,2,4.6,0,1,2,-6.45,0
barren,14474,2067,876,6644,1.8,,,0.26,34.1,0.34,4.37,14.9,0,119,49.2,633,240,1031,214,1806,299,4445,632,2.36,2,2.9,0,8,62,-0.29,0
barren,29832,787,536,20415,50.1,,,157,620,77.8,399,243,0.2,452,171,1931,611,2882,769,7983,1270,17566,972,1.47,1,4.1,0,2,2,-4.51,0
barren,26471,1068,665,16399,29.6,,,144,479,64.8,343,212,0.1,386,142,1577,489,2311,632,6755,1137,14672,902,1.61,2,4.3,0,1,2,-6.17,0
barren,7135,85,36,573,21.5,,,0.16,5.8,0.1,1.04,3.1,0.5,14,4.2,52,19,87,22,247,34,490,863,2.37,12,4.7,0.24,6,40,4.22,0.000419
barren,8370,61,34,647,102.4,,,1.2,6.2,0.45,3.09,4.3,0.5,16.3,4.1,60,21,95,21,220,34,487,1081,1.81,13,3.7,0.19,2,6,1.34,0.000294
barren,11203,69,37,689,10,,,0.86,7.4,0.21,1.46,2.7,0.3,15.4,4.7,58,23,102,23,238,41,518,780,1.89,16,4.1,0.13,5,22,0.11,0.000189
barren,8588,91,60,1080,17,,,0.18,6.5,0.12,4.02,4.4,1.3,28.9,9.2,103,37,154,39,366,59,812,836,1.51,8,3.6,0.35,2,4,-4.83,0.000324
barren,7906,93,55,840,15.5,,,0.08,6.3,0.07,1.34,5.1,1.1,20.5,7.7,83,30,130,30,315,44,674,826,1.67,9,3.8,0.34,5,41,3.58,0.000405
barren,6242,266,329,1768,13.9,,,0.05,37.7,0.37,8.44,17.7,9.7,73.3,18.3,196,59,244,58,628,85,1435,815,0.81,4,3.2,0.82,4,22,0.89,0.000464
barren,6471,160,181,1116,16,,,0.08,28.1,0.43,9.53,12.6,6.4,41.1,11.4,116,39,150,38,427,59,939,830,0.89,6,3.7,0.86,3,9,-2.05,0.000771
barren,5969,184,193,1229,13.9,,,0.02,20,0.23,6.91,11.5,6.3,44.9,12.8,120,40,161,41,449,62,977,815,0.95,5,3.7,0.85,3,11,-1.6,0.000691
barren,9488,77,67,570,12,,,0.17,11.2,0.09,3.85,3.5,2.3,18.8,5.7,53,18,79,20,206,38,460,799,1.14,17,3.9,0.86,3,6,-4.19,0.00151
barren,8542,158,179,1413,14.3,,,0.09,27.1,0.75,10.29,15.5,6.4,52.3,14.2,144,48,193,44,470,77,1104,817,0.88,6,3.3,0.68,3,9,-2.24,0.000481
barren,7241,578,705,4112,15.9,,,0.15,25,0.34,10.89,30,8.5,139,43.9,455,152,605,135,1293,182,3080,829,0.82,2,2.8,0.4,2,15,-0.25,0.000097
barren,10892,318,160,2041,3.6,,,0.39,22.2,0.29,2.32,5.9,0.1,40.1,15.8,193,73,318,63,528,96,1358,687,1.99,5,2.7,0.02,10,57,1.11,0.00001
barren,10558,315,226,3443,4.3,,,0.61,16.2,0.56,7.41,14.2,0.3,90.3,31.1,357,128,529,95,760,138,2168,701,1.39,3,2.1,0.03,2,10,-5.08,0.000009
barren,8250,216,284,3068,7.3,,,0.13,25.9,1.12,19.3,30.7,2,125,34.6,346,116,466,87,734,149,2136,749,0.76,3,2.1,0.1,1,5,-6.28,0.000033
barren,11465,606,386,4194,4,,,0.04,21.4,0.25,4.69,11.9,0.1,81.9,31.7,398,148,647,123,991,182,2641,695,1.57,3,2.5,0.01,5,27,-1.43,0.000002
barren,11492,480,296,2271,3.5,,,0,20.9,0.09,2.27,6.3,0.1,45.6,17.6,221,84,358,68,563,103,1490,684,1.62,5,2.5,0.02,9,60,1.23,0.000009
barren,9363,421,395,5300,5,,,6.37,43.1,2.77,20.8,26.4,0.7,160,52.1,574,197,780,139,1079,198,3279,716,1.07,2,1.9,0.03,2,6,-6.41,0.000006
barren,11285,668,452,4269,11.5,,,64,202,24,117,44,0.4,119,37.4,428,156,645,121,991,177,3126,795,1.48,3,2.3,0.02,2,2,-9.6,0.000005
barren,11314,642,386,3576,3.3,,,0.02,35.8,0.21,3.47,9.8,0.1,70.4,26.6,337,130,547,106,855,154,2275,679,1.66,3,2.5,0.01,10,68,1.57,0.000003
barren,11660,452,282,2729,3.5,,,61.9,182,22.7,112,38,0.3,87.8,25.2,279,102,421,80,649,116,2177,684,1.6,4,2.3,0.01,2,1,-13.21,0.000004
barren,11615,325,161,1712,3.2,,,0.06,16.7,0.06,1.43,4.4,0.1,32.5,12.7,159,62,268,53,434,81,1124,678,2.02,7,2.7,0.01,12,83,2.27,0.000006
barren,10943,397,258,1972,3.9,,,0.01,20.4,0.09,2.13,6,0.1,42.9,15.4,189,72,306,59,485,90,1288,693,1.54,6,2.6,0.02,10,63,1.69,0.00001
barren,11251,300,179,1892,3.2,,,92.21,263,34.01,164.21,46.8,0.4,81.6,19.6,203,70,289,54,443,80,1840,677,1.68,6,2.2,0.02,2,1,-14.14,0.000011
barren,11623,367,230,2278,4.5,,,183.96,516.9,70.4,328.71,104,0.8,148.1,30,270,88,339,63,507,92,2742,706,1.6,5,1.9,0.02,2,1,-12.94,0.000009
barren,11768,467,287,2190,4.8,,,,22.2,0.09,2.11,6.2,0.1,43.3,16.6,208,80,343,68,564,101,1454,711,1.63,5,2.7,0.03,11,71,2.68,0.000014
barren,11434,405,235,2576,2.9,,,0.02,19.5,0.15,2.93,7.7,0.1,52.8,19.7,248,96,406,77,628,114,1671,668,1.72,4,2.5,0.02,7,41,-0.7,0.000008
barren,6613,459,322,1721,317.2,,,0.17,10.1,0.25,3.99,8.2,1.2,41.6,14.7,167,60,254,55,520,81,1218,1298,1.42,4,3.1,0.2,3,12,6.53,0.000116
barren,9336,556,191,1081,210.5,,,0.33,5.2,0.17,1.75,3.3,0.2,21.4,8.1,100,38,165,36,346,53,779,1212,2.91,9,3.5,0.08,3,13,5.81,0.000074
barren,8878,860,281,1435,619.3,,,2.88,15.2,1.08,5.79,3.9,0.3,20.9,8.9,119,48,225,52,526,85,1115,1463,3.05,6,4.4,0.09,3,4,4.1,0.000063
barren,7942,1658,1706,2237,312,,,0.29,32.1,0.39,6.77,12.1,1.1,58,19.1,216,78,328,70,660,103,1584,1294,0.97,4,3.1,0.13,5,20,8.29,0.000058
