label,Hf,Th,U,Y,Ti,Nb,Ta,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,REE,T (¡æ),Th/U,Hf/Y,Yb/Dy,EuN/EuN*,Ce/Nd,CeN/CeN*,¡÷FMQ,(EuN/EuN*)/Y
A,14069 ,80 ,1734 ,314 ,6.1 ,13.0 ,1.8 ,1.21 ,60.6 ,1.02 ,8.2 ,10.9 ,2.7 ,48 ,15 ,181 ,63 ,292 ,61 ,673 ,120 ,1539 ,733 ,0.05 ,44.86 ,3.73 ,0.36 ,7.43 ,23.2 ,-0.95 ,0.001149 
A,10951 ,167 ,304 ,1119 ,4.9 ,7.1 ,1.9 ,0.45 ,34.4 ,0.28 ,2.4 ,3.8 ,1.5 ,20 ,6 ,79 ,28 ,126 ,28 ,249 ,54 ,634 ,714 ,0.55 ,9.79 ,3.16 ,0.53 ,14.42 ,53.6 ,1.69 ,0.000475 
A,12660 ,585 ,1956 ,1918 ,4.2 ,34.8 ,7.7 ,0.22 ,35.6 ,0.11 ,1.2 ,3.1 ,1.0 ,23 ,9 ,119 ,47 ,242 ,54 ,628 ,120 ,1284 ,700 ,0.30 ,6.60 ,5.27 ,0.37 ,28.95 ,172.2 ,5.67 ,0.000195 
A,10870 ,1494 ,3064 ,2874 ,10.3 ,93.7 ,8.3 ,0.55 ,78.0 ,0.62 ,6.9 ,11.0 ,3.3 ,51 ,16 ,196 ,71 ,340 ,73 ,820 ,151 ,1818 ,783 ,0.49 ,3.78 ,4.18 ,0.43 ,11.28 ,42.0 ,2.60 ,0.000151 
A,13792 ,629 ,2606 ,1443 ,4.0 ,39.2 ,6.7 ,0.03 ,26.2 ,0.04 ,0.7 ,2.2 ,0.8 ,16 ,6 ,82 ,34 ,183 ,44 ,542 ,108 ,1045 ,697 ,0.24 ,9.56 ,6.61 ,0.41 ,36.16 ,256.1 ,7.06 ,0.000287 
A,12589 ,843 ,2135 ,1799 ,7.7 ,57.8 ,8.5 ,0.44 ,44.7 ,0.25 ,2.2 ,4.5 ,1.4 ,30 ,10 ,129 ,47 ,224 ,47 ,524 ,94 ,1159 ,754 ,0.39 ,7.00 ,4.05 ,0.37 ,20.54 ,99.2 ,5.10 ,0.000206 
A,13996 ,537 ,1459 ,1596 ,5.4 ,45.0 ,9.1 ,0.61 ,43.8 ,0.35 ,2.9 ,4.4 ,1.1 ,25 ,9 ,113 ,41 ,197 ,42 ,461 ,84 ,1025 ,723 ,0.37 ,8.77 ,4.09 ,0.33 ,15.21 ,54.1 ,1.97 ,0.000204 
A,12602 ,1626 ,3302 ,4212 ,27.8 ,273.8 ,11.5 ,0.58 ,64.2 ,0.47 ,3.4 ,9.0 ,2.6 ,52 ,18 ,231 ,82 ,388 ,81 ,864 ,154 ,1951 ,894 ,0.49 ,2.99 ,3.74 ,0.37 ,18.72 ,114.8 ,8.87 ,0.000087 
A,10379 ,357 ,602 ,1903 ,6.9 ,12.5 ,2.1 ,0.25 ,45.1 ,0.57 ,7.1 ,11.9 ,3.9 ,53 ,16 ,182 ,61 ,256 ,53 ,469 ,96 ,1255 ,745 ,0.59 ,5.46 ,2.58 ,0.47 ,6.40 ,25.2 ,-0.29 ,0.000249 
A,14057 ,649 ,2157 ,1660 ,7.0 ,55.4 ,8.6 ,0.31 ,30.5 ,0.17 ,1.7 ,4.7 ,1.3 ,30 ,11 ,144 ,52 ,233 ,51 ,466 ,98 ,1124 ,745 ,0.30 ,8.47 ,3.24 ,0.32 ,17.74 ,113.8 ,5.38 ,0.000195 
A,14952 ,2101 ,7030 ,3094 ,4.8 ,156.7 ,26.0 ,0.23 ,34.8 ,0.28 ,2.8 ,8.8 ,1.5 ,56 ,21 ,274 ,99 ,431 ,95 ,852 ,170 ,2045 ,712 ,0.30 ,4.83 ,3.11 ,0.21 ,12.64 ,94.4 ,3.77 ,0.000069 
A,12495 ,580 ,1339 ,1990 ,6.4 ,24.2 ,3.8 ,0.19 ,38.7 ,0.28 ,4.4 ,9.0 ,2.9 ,46 ,15 ,179 ,61 ,265 ,58 ,523 ,109 ,1312 ,737 ,0.43 ,6.28 ,2.93 ,0.43 ,8.75 ,41.4 ,1.35 ,0.000217 
A,12540 ,1293 ,4600 ,2475 ,5.7 ,73.4 ,13.1 ,0.19 ,56.1 ,0.16 ,2.5 ,6.6 ,2.1 ,41 ,15 ,193 ,74 ,348 ,81 ,768 ,167 ,1755 ,727 ,0.28 ,5.07 ,3.97 ,0.39 ,22.49 ,137.6 ,5.59 ,0.000159 
A,13032 ,204 ,566 ,990 ,3.5 ,13.6 ,2.6 ,0.38 ,20.3 ,0.22 ,2.1 ,3.9 ,1.1 ,20 ,7 ,83 ,30 ,138 ,30 ,288 ,64 ,688 ,685 ,0.36 ,13.16 ,3.46 ,0.39 ,9.61 ,40.8 ,-0.18 ,0.000396 
A,8708 ,47 ,42 ,600 ,10.4 ,6.8 ,0.6 ,0.45 ,18.3 ,0.41 ,4.0 ,4.6 ,1.7 ,17 ,5 ,48 ,16 ,65 ,13 ,107 ,24 ,324 ,784 ,1.13 ,14.52 ,2.21 ,0.60 ,4.55 ,12.2 ,-2.01 ,0.000995 
A,14148 ,529 ,2013 ,1666 ,12.0 ,149.3 ,9.0 ,0.21 ,25.6 ,0.22 ,2.4 ,5.6 ,1.4 ,27 ,9 ,118 ,45 ,224 ,55 ,555 ,126 ,1195 ,799 ,0.26 ,8.49 ,4.72 ,0.36 ,10.63 ,57.3 ,4.15 ,0.000214 
A,13972 ,807 ,2844 ,1599 ,5.8 ,62.7 ,13.9 ,0.36 ,37.6 ,0.23 ,2.2 ,5.2 ,1.2 ,27 ,10 ,124 ,48 ,226 ,54 ,520 ,114 ,1169 ,728 ,0.28 ,8.74 ,4.18 ,0.31 ,17.02 ,92.8 ,4.14 ,0.000196 
A,9878 ,88 ,89 ,689 ,6.1 ,7.5 ,1.0 ,0.02 ,20.9 ,0.25 ,4.2 ,7.0 ,2.2 ,27 ,7 ,73 ,23 ,95 ,19 ,160 ,33 ,473 ,733 ,0.99 ,14.34 ,2.18 ,0.49 ,5.03 ,19.8 ,-1.52 ,0.000708 
A,21168 ,1253 ,10935 ,7764 ,6.1 ,279.6 ,51.0 ,0.57 ,60.5 ,0.38 ,3.0 ,9.1 ,1.0 ,79 ,33 ,460 ,180 ,857 ,195 ,1884 ,391 ,4153 ,733 ,0.11 ,2.73 ,4.10 ,0.12 ,20.14 ,142.3 ,5.90 ,0.000015 
A,15051 ,1153 ,4593 ,1846 ,3.4 ,64.7 ,15.1 ,0.28 ,34.1 ,0.28 ,2.7 ,5.9 ,1.1 ,30 ,11 ,144 ,55 ,254 ,60 ,573 ,126 ,1298 ,682 ,0.25 ,8.15 ,3.97 ,0.25 ,12.48 ,63.2 ,1.38 ,0.000133 
A,13916 ,1822 ,4604 ,2155 ,19.8 ,152.9 ,14.4 ,2.96 ,56.4 ,1.37 ,8.8 ,10.1 ,1.8 ,42 ,14 ,172 ,61 ,285 ,68 ,664 ,148 ,1535 ,854 ,0.40 ,6.46 ,3.87 ,0.27 ,6.42 ,17.1 ,0.88 ,0.000127 
A,11844 ,52 ,146 ,340 ,4.0 ,4.5 ,1.4 ,,16.4 ,0.03 ,0.7 ,2.1 ,0.6 ,8 ,3 ,31 ,11 ,51 ,11 ,96 ,22 ,252 ,696 ,0.36 ,34.79 ,3.06 ,0.43 ,23.93 ,169.7 ,5.49 ,0.001268 
A,14976 ,1000 ,4390 ,2543 ,6.9 ,96.9 ,17.9 ,2.63 ,48.8 ,1.36 ,7.9 ,11.1 ,1.8 ,55 ,17 ,208 ,74 ,344 ,78 ,749 ,156 ,1754 ,744 ,0.23 ,5.89 ,3.61 ,0.23 ,6.20 ,20.3 ,-1.11 ,0.000090 
A,13517 ,1286 ,4022 ,2095 ,6.0 ,70.0 ,14.1 ,0.45 ,39.2 ,0.28 ,2.5 ,5.9 ,1.5 ,37 ,14 ,176 ,65 ,295 ,66 ,612 ,128 ,1443 ,731 ,0.32 ,6.45 ,3.47 ,0.32 ,15.42 ,82.8 ,3.79 ,0.000152 
A,9953 ,124 ,176 ,935 ,5.8 ,7.2 ,1.5 ,0.01 ,23.1 ,0.09 ,1.9 ,4.6 ,1.3 ,22 ,7 ,83 ,32 ,143 ,31 ,278 ,60 ,686 ,729 ,0.70 ,10.65 ,3.34 ,0.40 ,12.03 ,66.5 ,2.91 ,0.000429 
A,12878 ,890 ,3408 ,3108 ,7.5 ,58.1 ,7.1 ,1.61 ,36.8 ,0.91 ,7.1 ,10.8 ,2.4 ,46 ,16 ,189 ,69 ,320 ,73 ,714 ,154 ,1641 ,752 ,0.26 ,4.14 ,3.77 ,0.33 ,5.18 ,18.4 ,-1.29 ,0.000105 
A,12410 ,2226 ,4619 ,3440 ,16.4 ,158.1 ,11.1 ,0.93 ,58.5 ,0.77 ,5.7 ,11.0 ,2.8 ,53 ,18 ,213 ,76 ,350 ,80 ,783 ,169 ,1823 ,832 ,0.48 ,3.61 ,3.67 ,0.35 ,10.20 ,45.3 ,4.06 ,0.000102 
A,14991 ,1571 ,5696 ,2107 ,5.2 ,90.2 ,18.2 ,0.09 ,33.1 ,0.08 ,1.1 ,3.8 ,0.9 ,29 ,12 ,159 ,62 ,296 ,70 ,677 ,148 ,1491 ,718 ,0.28 ,7.11 ,4.27 ,0.27 ,30.65 ,254.3 ,7.65 ,0.000128 
A,14241 ,967 ,2238 ,2301 ,7.4 ,80.2 ,6.6 ,0.71 ,51.7 ,0.56 ,4.1 ,6.3 ,1.6 ,28 ,10 ,132 ,50 ,239 ,58 ,598 ,136 ,1316 ,751 ,0.43 ,6.19 ,4.52 ,0.36 ,12.62 ,44.9 ,2.03 ,0.000155 
A,16096.6,693.6,1382.0,1885.1,13.4,167.3,20.5,63,86.0,63,333,19.0,5.4,38.7,10.6,109.5,40.6,218.2,60.4,728.4,180.1,1956 ,859 ,0.50 ,8.54 ,6.65 ,0.61 ,0.26 ,0.0 ,-22.35 ,0.000323 
A,19624.2,1258.2,3947.7,1756.0,6.6,80.1,18.1,27.3,118.5,53,20.7,9.4,3.4,26.9,7.8,90.1,37.7,213.8,58.6,683.9,1593,2944 ,793,0.32 ,11.18 ,7.59 ,0.65 ,5.72 ,6.1 ,-4.43 ,0.000372 
A,15537.9,4550.4,6172.9,3415.3,15.7,108.3,14.0,456.5,748.1,50.0,186.8,39.2,7.4,60.0,15.0,171.2,70.6,397.1,104.9,1169.2,257.4,3733 ,876,0.74 ,4.55 ,6.83 ,0.47 ,4.00 ,2.0 ,-6.80 ,0.000137 
A,14302.0,456.1,2660.1,968.3,3.5,53.4,13.7,3.4,42.9,1.1,53,2.8,0.7,7.5,2.8,41.5,21.5,157.1,51.1,690.5,1783,2859 ,740,0.17 ,14.77 ,16.64 ,0.47 ,0.81 ,0.1 ,-21.21 ,0.000482 
A,19702.2,275.7,1973.3,670.9,3.2,43.1,10.8,0.7,25.9,0.5,3.1,1.5,0.4,5.0,2.0,31.5,16.1,119.1,40.4,579.1,155.4,981 ,731,0.14 ,29.37 ,18.38 ,0.45 ,8.35 ,9.4 ,-4.37 ,0.000666 
A,14705.7,1451.5,4385.5,3694.3,19.8,150.5,12.2,6.2,136.2,5.2,27.6,21.0,6.6,66.4,20.5,217.4,80.5,402.5,101.7,1096.2,240.1,2428 ,900,0.33 ,3.98 ,5.04 ,0.54 ,4.93 ,8.7 ,-0.68 ,0.000146 
A,13382.6,5015.8,7733.5,3100.5,8.1,137.6,17.3,17.1,199.4,7.1,33.0,13.6,3.8,37.9,12.1,152.4,66.4,367.1,95.7,1024.2,218.1,2248 ,811,0.65 ,4.32 ,6.72 ,0.51 ,6.04 ,5.8 ,-4.16 ,0.000165 
A,14920.6,12878.4,16523.3,5726.2,6.4,259.8,35.5,0.6,384.2,0.8,6.9,9.1,0.7,45.6,18.7,2643,122.5,697.7,181.8,1967.0,418.9,6498 ,790,0.78 ,2.61 ,0.74 ,0.11 ,55.68 ,171.0 ,8.05 ,0.000018 
A,16737.5,9662.1,16195.3,5811.8,43.3,276.9,36.3,12.4,317.0,2.8,13.1,7.9,0.9,36.8,15.4,240.4,119.5,734.0,202.5,2318.5,515.3,4537 ,991,0.60 ,2.88 ,9.64 ,0.16 ,24.20 ,34.0 ,6.11 ,0.000028 
A,18525.7,6689.8,13326.2,3949.1,4284.8,615.5,83.8,7.8,270.0,5.8,28.1,16.5,5.2,38.4,13.7,171.3,80.8,503.0,146.8,1746.4,405.0,3439 ,,0.50 ,4.69 ,10.19 ,0.63 ,9.61 ,13.1 ,,0.000160 
A,19588.0,1246.2,4886.8,1871.9,2.5,71.9,21.7,2.8,98.5,1.5,7.3,3.1,0.6,12.1,4.8,69.9,363,245.0,763,961.2,239.2,2772 ,713,0.26 ,10.46 ,13.75 ,0.30 ,13.49 ,13.3 ,-3.56 ,0.000160 
A,10672.4,467.5,243.4,1975.2,9.7,7.3,2.3,2.8,91.9,1.3,11.9,15.0,2.9,57.3,16.4,170.9,59.1,249.5,50.3,458.1,87.2,1275 ,828,1.92 ,5.40 ,2.68 ,0.30 ,7.72 ,22.7 ,1.36 ,0.000153 
A,12444.9,816.2,300.9,1884.1,11.7,17.8,5.5,10.3,139.4,2.5,15.1,10.8,2.5,40.3,12.1,134.9,49.4,217.2,48.5,483.8,95.8,1263 ,846,2.71 ,6.61 ,3.59 ,0.37 ,9.23 ,15.4 ,0.30 ,0.000194 
A,8077.8,456.3,144.5,3300.0,23.0,4.9,1.3,38.3,156.8,8.2,45.1,33.6,9.8,110.8,29.7,294.3,97.6,393.8,76.8,678.3,128.8,2102 ,917,3.16 ,2.45 ,2.30 ,0.49 ,3.48 ,6.0 ,-1.74 ,0.000149 
A,9122.2,1173.3,406.5,2730.1,11.4,16.4,4.3,5.8,193.8,1.6,13.0,163,4.3,70.2,21.5,229.7,80.1,327.0,64.5,564.0,108.1,1847 ,843,2.89 ,3.34 ,2.46 ,0.12 ,14.91 ,435.4 ,12.79 ,0.000045 
A,8793.8,174.5,93.3,869.3,25.7,3.1,1.1,0.0,33.2,0.3,3.9,4.9,1.8,21.1,6.7,77.9,28.2,132.4,27.9,272.8,56.9,668 ,929,1.87 ,10.12 ,3.50 ,0.54 ,8.51 ,24.9 ,3.82 ,0.000623 
A,14290.8,224.4,336.9,438.2,4.4,8.6,33,11.7,47.7,1.9,6.8,1.8,0.2,5.9,2.2,29.7,12.8,70.8,18.1,2043,45.9,2299 ,758,0.67 ,32.61 ,68.79 ,0.19 ,7.01 ,4.3 ,-6.57 ,0.000428 
A,11406.2,995.8,391.2,1203.4,12.4,10.9,3.5,42.9,160.1,5.4,19.6,8.5,1.9,28.8,8.7,98.9,35.9,157.9,33.6,317.8,62.8,983 ,852,2.55 ,9.48 ,3.21 ,0.37 ,8.17 ,8.3 ,-1.91 ,0.000309 
A,13134.7,263.5,277.0,1054.6,8.7,11.5,4.1,0.1,64.9,0.3,2.9,5.3,1.6,23.8,7.7,87.2,31.8,144.7,31.9,321.6,72.2,796 ,817,0.95 ,12.45 ,3.69 ,0.44 ,22.38 ,95.3 ,6.50 ,0.000413 
A,12263.7,513.9,354.0,1514.0,6.6,13.0,4.1,0.1,73.9,0.2,3.0,6.7,1.3,29.4,9.8,115.0,43.4,197.5,42.5,412.2,80.5,1016 ,792,1.45 ,8.10 ,3.58 ,0.28 ,24.63 ,128.1 ,7.01 ,0.000187 
A,112073,755.0,373.1,1534.1,14.4,13.9,4.0,0.0,81.9,03,3.3,6.2,1.7,31.0,10.5,121.2,45.6,205.6,43.1,410.4,81.6,1045 ,867,2.02 ,73.05 ,3.39 ,0.37 ,24.82 ,108.6 ,8.10 ,0.000244 
A,15543.5,360.4,436.8,642.8,4.5,143,4.9,0.1,39.2,0.1,0.7,1.7,03,8.8,3.6,46.9,20.0,100.4,23.7,247.4,51.9,548 ,759,0.83 ,24.18 ,5.28 ,2.37 ,56.00 ,316.8 ,9.59 ,0.003689 
A,14323.1,588.4,567.2,1610.6,4.7,16.5,5.7,1.9,65.7,0.6,4.5,5.7,1.0,25.8,9.4,113.8,44.7,213.7,48.7,489.4,100.6,1126 ,763,1.04 ,8.89 ,4.30 ,0.25 ,14.60 ,43.1 ,2.19 ,0.000157 
A,17738.7,485.5,588.0,715.6,6.8,17.0,5.4,0.1,49.4,0.1,2.0,3.0,0.7,14.0,4.7,57.0,223,111.2,27.5,314.5,75.4,883 ,795,0.83 ,24.79 ,5.52 ,0.33 ,24.70 ,86.3 ,5.60 ,0.000461 
A,10365.5,1647.1,386.7,2086.8,42.7,173,43,2.5,175.8,0.8,8.1,11.7,2.9,55.2,16.7,175.1,60.8,251.8,51.4,461.2,88.1,1362 ,989,4.26 ,4.97 ,2.63 ,0.35 ,21.70 ,73.0 ,8.95 ,0.000167 
A,13040.7,1050.9,512.9,1426.2,6.2,17.4,5.2,2.8,1033,0.6,4.7,5.7,13,28.9,9.5,112.6,41.5,184.7,40.0,381.4,74.7,1933 ,787,2.05 ,9.14 ,3.39 ,3.10 ,219.79 ,620.8 ,12.82 ,0.002171 
A,15087.5,665.7,528.6,1082.1,43,17.5,6.0,12.2,84.0,3.1,143,5.5,0.8,19.4,6.6,81.5,31.8,149.4,33.0,317.2,61.1,949 ,756,1.26 ,13.94 ,3.89 ,0.24 ,0.59 ,0.1 ,-23.19 ,0.000219 
A,119313,2002.8,821.7,3456.4,7.2,183,5.0,1.0,1643,1.0,13.9,19.1,4.1,80.4,24.5,268.6,94.9,415.7,88.4,842.0,167.1,3664 ,800,2.44 ,34.52 ,3.13 ,0.32 ,118.20 ,378.3 ,11.28 ,0.000093 
A,13525.4,433.2,636.5,724.4,16.6,12.6,3.7,1.5,40.1,0.2,0.8,1.7,03,83,3.3,43.6,19.2,109.7,29.0,345.4,83.4,764 ,881,0.68 ,18.67 ,7.92 ,0.77 ,50.13 ,248.1 ,11.50 ,0.001066 
A,15026.0,481.8,647.0,574.9,3.0,263,123,0.1,41.4,0.1,0.6,1.6,03,7.6,3.2,38.2,16.9,89.8,24.2,284.4,68.2,579 ,727,0.74 ,26.14 ,7.45 ,2.63 ,69.00 ,428.6 ,9.86 ,0.004575 
A,126413,754.4,534.1,1311.9,1786.2,39.9,3.9,1.9,74.9,0.7,5.1,7.0,2.2,29.6,9.7,106.8,38.8,176.7,40.0,413.0,91.7,998 ,,1.41 ,96.36 ,3.87 ,0.47 ,14.69 ,46.9 ,,0.000356 
A,11291.0,281.2,350.2,1173.2,3.8,14.2,8.9,0.1,51.6,0.4,6.5,83,2.0,323,9.6,101.6,36.6,160.5,35.8,366.4,82.8,1260 ,746,0.80 ,9.62 ,3.61 ,0.04 ,7.94 ,236.1 ,8.14 ,0.000032 
A,8559.8,349.5,380.2,1218.8,18.5,24.1,2.6,0.4,54.0,0.4,43,6.9,2.2,26.8,8.8,98.4,37.5,172.8,37.4,361.8,75.0,925 ,893,0.92 ,7.02 ,3.68 ,0.49 ,1.26 ,0.5 ,-11.81 ,0.000406 
A,16080.0,721.9,594.1,1222.1,3.3,15.8,4.5,6.8,90.4,2.1,11.4,8.6,1.4,28.1,8.6,99.5,37.0,172.2,39.0,388.6,843,1737 ,735,1.22 ,13.16 ,3.91 ,0.28 ,7.93 ,13.9 ,-2.79 ,0.000225 
A,8190.7,611.6,637.8,935.9,175.6,252.2,22.8,13,56.8,1.1,7.1,4.4,0.7,193,6.6,78.4,30.7,149.0,353,367.4,83.4,1345 ,,0.96 ,8.75 ,4.69 ,0.07 ,8.00 ,11.5 ,,0.000078 
A,13731.5,503.1,695.2,1266.1,3.4,13.2,3.8,0.1,53.5,0.2,2.6,5.4,1.0,24.6,8.5,97.8,38.4,184.0,44.0,459.6,103.1,1023 ,737,0.72 ,10.85 ,4.70 ,0.27 ,20.58 ,99.5 ,4.65 ,0.000210 
A,12564.8,1014.2,750.8,1530.4,8.0,22.6,6.2,5.6,107.1,13,7.4,6.0,1.1,27.7,93,110.5,43.4,204.8,45.7,454.5,92.5,1212 ,810,1.35 ,8.21 ,4.11 ,0.26 ,14.47 ,27.3 ,1.64 ,0.000170 
A,12501.9,575.9,456.9,1213.6,4.8,19.5,5.9,0.0,633,0.1,1.5,3.6,0.7,20.8,7.5,92.4,353,169.5,37.1,359.9,71.9,1751 ,764,1.26 ,10.30 ,3.90 ,0.25 ,422.00 ,2358.9 ,17.26 ,0.000204 
A,13041.2,476.4,350.5,1315.0,6.5,9.6,3.0,2.5,61.8,0.7,5.6,7.1,1.5,30.6,9.6,108.8,40.4,181.4,39.2,379.7,76.0,945 ,791,1.36 ,9.92 ,3.49 ,0.31 ,11.04 ,32.6 ,1.85 ,0.000237 
B,8726,447,586,,6.48,,,0.84,39.27,0.25,1.04,0.92,0.75,6.37,2.04,27.39,10.86,58.95,16.81,222.64,44.73,433 ,739 ,0.76 ,,8.13 ,0.95 ,37.76 ,77.8 ,3.78 ,
B,10463 ,870,2077,,1.59,,,0.51,51.62,0.25,2.44,4.71,0.67,23.55,10.19,134.83,54.08,275.37,72.39,847.43,137.80,1616 ,623 ,0.42 ,,6.29 ,0.19 ,21.16 ,95.1 ,1.00 ,
B,8633,392,573,,0.00,,,0.24,35.17,0.05,1.23,1.13,0.47,6.01,1.96,22.68,9.38,52.80,15.56,212.40,43.00,402 ,,0.68 ,,9.37 ,0.55 ,28.59 ,61.2 ,,
B,9952,607,1497,,2.53,,,0.37,49.08,0.18,2.18,2.77,0.65,17.68,6.84,94.84,41.40,226.02,61.91,750.23,131.51,1386 ,658 ,0.41 ,,7.91 ,0.28 ,22.51 ,66.6 ,0.83 ,
B,8678,263,613,,0.72,,,0.06,30.54,0.00,0.45,1.83,0.43,11.18,4.00,53.82,21.48,109.02,28.94,330.46,58.00,650 ,569 ,0.43 ,,6.14 ,0.29 ,67.87 ,642.8 ,6.21 ,
B,8954,363,866,,0.41,,,0.09,42.03,0.06,1.33,2.75,0.36,14.45,5.58,78.63,30.93,154.44,39.53,476.60,77.02,924 ,534 ,0.42 ,,6.06 ,0.17 ,31.60 ,152.2 ,-0.63 ,
B,9737,576,1375,,0.16,,,3.03,42.81,1.39,6.18,8.30,1.47,29.45,10.86,139.45,52.05,243.54,60.05,664.29,103.67,1367 ,,0.42 ,,4.76 ,0.29 ,6.93 ,21.7 ,,
B,9264,601,1321,,11.92,,,8.59,78.12,3.26,15.09,5.81,0.86,22.48,7.29,96.33,38.35,192.95,49.72,595.62,96.48,1211 ,,0.45 ,,6.18 ,0.23 ,5.18 ,4.6 ,,
B,8601,328,622,,9.81,,,0.00,36.54,0.18,1.52,2.79,0.65,14.28,4.61,58.73,22.12,106.75,25.72,281.17,46.94,602 ,778 ,0.53 ,,4.79 ,0.31 ,24.04 ,102.8 ,5.84 ,
B,7925,375,720,,11.95,,,3.21,34.98,1.18,6.48,7.39,1.82,25.89,10.83,134.15,47.79,218.72,57.83,676.15,85.19,1312 ,,0.52 ,,5.04 ,0.40 ,5.40 ,14.3 ,,
B,9201,438,950,,8.69,,,7.19,39.73,1.94,7.12,6.09,1.01,16.80,7.05,87.86,36.15,176.55,45.71,551.38,96.52,1081 ,,0.46 ,,6.28 ,0.31 ,5.58 ,11.1 ,,
B,9523,528,1188,,4.10,,,2.95,39.82,1.07,5.75,4.95,0.87,15.79,6.25,75.61,29.39,142.49,37.32,445.37,70.70,878 ,,0.44 ,,5.89 ,0.30 ,6.93 ,13.9 ,,
B,8929,469,672,,1.85,,,0.04,42.59,0.00,0.99,1.49,0.39,6.56,2.07,27.96,12.10,64.02,19.29,274.93,54.79,507 ,634 ,0.70 ,,9.83 ,0.38 ,43.02 ,150.8 ,3.11 ,
B,9573,616,1435,,4.06,,,0.15,45.88,0.07,0.33,4.25,0.70,24.35,9.26,118.04,42.60,197.47,47.75,537.83,79.67,1108 ,697 ,0.43 ,,4.56 ,0.21 ,139.03 ,4170.4 ,17.56 ,
B,8731,263,446,,14.15,,,0.00,32.03,0.05,0.85,0.93,0.46,5.06,1.82,23.50,10.03,55.82,16.11,220.32,45.13,412 ,816 ,0.59 ,,9.38 ,0.65 ,37.68 ,96.0 ,6.50 ,
B,9151,354,895,,5.57,,,0.04,31.35,0.20,0.63,2.44,0.70,18.49,7.08,90.60,35.20,167.43,42.34,470.47,73.35,940 ,725 ,0.40 ,,5.19 ,0.32 ,49.76 ,448.9 ,9.98 ,
B,7219,123,188,,10.34,,,0.00,41.97,0.09,1.82,2.95,1.20,15.89,5.27,62.91,23.06,103.35,24.21,261.51,40.34,585 ,,0.65 ,,4.16 ,0.54 ,23.06 ,87.1 ,,
B,8464,488,646,,0.59,,,0.00,44.68,0.00,0.59,2.18,0.59,7.46,2.15,30.11,11.83,60.69,17.18,229.76,42.47,450 ,,0.76 ,,7.63 ,0.45 ,75.73 ,651.7 ,,
B,8382,383,574,,8.37,,,0.63,41.65,0.32,0.96,1.97,0.59,8.23,2.81,34.02,13.66,71.22,20.24,262.68,50.47,509 ,763 ,0.67 ,,7.72 ,0.45 ,43.39 ,207.4 ,8.10 ,
B,9112,516,1224,,7.59,,,0.37,48.77,0.22,2.00,3.90,0.56,24.47,9.16,116.45,44.69,207.73,49.53,562.80,85.94,1157 ,753 ,0.42 ,,4.83 ,0.18 ,24.39 ,110.8 ,5.48 ,
B,8770,305,644,,6.40,,,0.19,36.65,0.08,1.85,5.07,1.09,24.26,8.20,97.89,37.21,180.61,45.90,533.06,81.30,1053 ,737 ,0.47 ,,5.45 ,0.30 ,19.81 ,126.5 ,5.55 ,
B,8986,229,697,,0.00,,,0.81,34.61,0.37,1.97,2.85,0.47,13.99,5.43,73.16,30.04,159.03,43.96,531.25,91.74,990 ,,0.33 ,,7.26 ,0.23 ,17.57 ,59.2 ,,
B,8451,249,465,,3.36,,,1.51,36.57,0.68,4.24,6.70,1.24,23.77,7.58,90.29,32.63,145.07,33.61,364.87,58.53,807 ,,0.54 ,,4.04 ,0.30 ,8.63 ,31.7 ,,
B,8138,207,344,,0.00,,,0.00,27.59,0.05,1.04,2.07,0.74,8.58,3.18,37.14,15.03,79.42,22.14,295.92,56.07,549 ,,0.60 ,,7.97 ,0.54 ,26.53 ,123.0 ,,
B,8543,439,593,,11.41,,,0.05,38.31,0.00,1.15,1.41,0.36,6.48,2.16,28.97,11.96,63.27,17.40,241.89,45.20,459 ,794 ,0.74 ,,8.35 ,0.36 ,33.31 ,95.1 ,5.94 ,
B,7977,542,710,,8.51,,,0.00,50.87,0.05,1.12,1.47,0.77,8.09,2.74,34.79,14.66,79.44,22.40,305.24,55.95,578 ,764 ,0.76 ,,8.77 ,0.68 ,45.42 ,138.8 ,6.62 ,
B,8414,531,573,,0.00,,,12.23,54.48,4.04,19.01,13.24,2.79,24.13,6.44,79.53,25.54,123.40,32.72,402.52,70.42,870 ,,0.93 ,,5.06 ,0.48 ,2.87 ,4.6 ,,
B,8222,327,557,,4.53,,,0.16,47.73,0.00,1.85,2.24,0.68,14.61,5.27,69.21,28.84,154.55,42.40,523.55,85.67,977 ,707 ,0.59 ,,7.56 ,0.36 ,25.80 ,72.8 ,2.64 ,
B,7726,166,297,,4.01,,,0.02,45.30,0.13,1.40,3.03,0.78,13.04,4.62,61.82,24.13,116.73,30.54,370.90,59.79,732 ,696 ,0.56 ,,6.00 ,0.38 ,32.36 ,163.1 ,5.35 ,
B,8265,150,310,,2.48,,,0.07,22.05,0.07,0.46,0.30,0.38,3.27,1.25,16.66,6.83,38.70,12.19,167.71,32.42,302 ,657 ,0.48 ,,10.07 ,1.17 ,47.93 ,72.8 ,1.13 ,
B,8995,507,723,,0.00,,,0.02,49.63,0.03,1.38,1.71,0.58,7.20,2.24,29.84,12.31,71.59,21.29,305.07,59.67,563 ,,0.70 ,,10.22 ,0.51 ,35.96 ,103.8 ,,
